Job ID,Agency,Posting Type,Total Positions,Title Classification,Level,Job Category,Full-Time/Part-Time indicator,Career Level,Salary Range From,Salary Range To,Salary Frequency,Work Location,Hours/Shift,Residency Requirement,Posting Date,Job Postings Year
506838,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),36390,58953,Annual,Water Street,TBD,Required,10/19/22,2022
606439,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),440.16,440.16,Daily,First Avenue,TBD,Required,10/5/23,2023
616427,NYC HOUSING AUTHORITY,Internal,1,Non-Competitive-5,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),64230,91221,Annual,Office Of The Inspector Genera,TBD,Not required,11/24/23,2023
540271,DEPT OF ENVIRONMENT PROTECTION,Internal,2,Competitive-1,1,Building Operations & Maintenance,F,Entry-Level,53641,55608,Annual,Brooklyn,TBD,Required,7/16/22,2022
604749,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),58700,140000,Annual,Brooklyn,TBD,Not required,9/19/23,2023
527829,NYC HOUSING AUTHORITY,External,1,Competitive-1,1,Building Operations & Maintenance,F,Entry-Level,33558,54820,Annual,Manhattan,TBD,Not required,5/12/22,2022
607630,FIRE DEPARTMENT,Internal,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),89550,111607,Annual,Brooklyn,TBD,Not required,10/31/23,2023
608682,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,Non-Competitive-5,0,"Engineering, Architecture, & Planning",P,Student,16,19,Hourly,Centre Street,TBD,Hybrid,11/27/23,2023
600372,HOUSING PRESERVATION & DVLPMNT,External,1,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),41887,48170,Annual,106 Street,TBD,Required,8/23/23,2023
588852,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),53057,61015,Annual,World Trade Center,40 hours per week,Required,5/31/23,2023
592020,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,Pending Classification-2,M0,Constituent Services & Community Programs,F,Manager,85000,96350,Annual,Broadway,TBD,Required,10/2/23,2023
593224,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),58682,162537,Annual,Staten Islands,TBD,Not required,8/25/23,2023
565279,DEPARTMENT OF TRANSPORTATION,Internal,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),0,140000,Annual,Water Street,TBD,Not required,1/10/23,2023
608936,DEPT OF CITYWIDE ADMIN SVCS,External,1,Non-Competitive-5,1,Building Operations & Maintenance,F,Entry-Level,59116,67983,Annual,Centre Street,TBD,Required,10/26/23,2023
592902,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Constituent Services & Community Programs,P,Experienced (non-manager),42721,50000,Annual,NYC - All Boroughs,TBD,Required,11/21/23,2023
600913,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),58700,98000,Annual,28th Street,TBD,Required,8/24/23,2023
606082,DEPT OF HEALTH/MENTAL HYGIENE,External,3,Non-Competitive-5,M1,Health,F,Experienced (non-manager),41887,51500,Annual,NYC - All Boroughs,TBD,Required,10/6/23,2023
577111,DEPT OF PARKS & RECREATION,Internal,1,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),89000,94000,Annual,61TH Street,TBD,Not required,4/13/23,2023
614238,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,"Policy, Research & Analysis",F,Experienced (non-manager),58682,159671,Annual,Queens,35 Hours Per Week,Required,11/3/23,2023
602532,POLICE DEPARTMENT,External,2,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),45329,72378,Annual,Police Plaza,40 hours per week,Required,11/14/23,2023
599277,DEPT OF YOUTH & COMM DEV SRVS,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),65775,99115,Annual,Lafayette Street,35 Hours Per Week,Required,9/28/23,2023
588031,DEPT. OF HOMELESS SERVICES,Internal,2,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),70488,96790,Annual,151st Street,40 hours per week,Required,7/18/23,2023
596172,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Health,F,Experienced (non-manager),49961,49961,Annual,Cortlandt Street,TBD,Required,8/2/23,2023
616330,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),69006,86450,Annual,Grahamsville.,TBD,Not required,11/27/23,2023
605826,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),55816,72033,Annual,28th Street,TBD,Required,9/18/23,2023
595595,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),82506,86835,Annual,28th Street,TBD,Required,7/31/23,2023
597353,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74041,107227,Annual,Kingston,35 Hours Per Week,Not required,10/24/23,2023
582627,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),76584,112111,Annual,Corona,TBD,Not required,6/16/23,2023
593812,OFFICE OF THE COMPTROLLER,Internal,1,Competitive-1,M1,Legal Affairs,F,Experienced (non-manager),55816,64188,Annual,Centre Street,TBD,Required,9/17/23,2023
595131,HRA/DEPT OF SOCIAL SERVICES,Internal,4,Competitive-1,1,Social Services,F,Entry-Level,39763,45728,Annual,8Th Street,TBD,Required,11/2/23,2023
527837,DEPARTMENT OF CORRECTION,External,2,Competitive-1,M1,Administration & Human Resources,P,Experienced (non-manager),46.7039,53.7094,Hourly,Astoria,TBD,Not required,4/13/23,2023
615500,BRONX DISTRICT ATTORNEY,External,1,Non-Competitive-5,M0,Administration & Human Resources,F,Manager,118480,118480,Annual,Bronx,TBD,Not required,11/9/23,2023
544509,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),70611,105138,Annual,Harding Expressway,TBD,Not required,8/16/22,2022
552416,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,1,Legal Affairs,F,Entry-Level,41483,66236,Annual,Corona,35 Hours Per Week,Required,9/30/22,2022
569598,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,1,Building Operations & Maintenance,F,Entry-Level,40017,62820,Annual,Corona,35 Hours Per Week,Required,1/20/23,2023
616008,HOUSING PRESERVATION & DVLPMNT,External,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),48170,48170,Annual,Gold Street,TBD,Required,11/13/23,2023
600764,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),60718,90773,Annual,Court Street,TBD,Required,9/22/23,2023
609650,DEPARTMENT OF TRANSPORTATION,External,10,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),100188,136110,Annual,Bay Street,TBD,Not required,10/10/23,2023
588004,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,Social Services,F,Experienced (non-manager),36390,58953,Annual,Brooklyn,40 hours per week,Required,7/6/23,2023
610152,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),51528,57000,Annual,47TH Street,TBD,Required,10/6/23,2023
602572,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74041,85147,Annual,Queens,35 Hours Per Week,Not required,9/18/23,2023
597535,DEPT OF HEALTH/MENTAL HYGIENE,Internal,3,Competitive-1,M1,Health,P,Experienced (non-manager),23.39,27.62,Hourly,47TH Street,TBD,Hybrid,8/24/23,2023
590737,DEPARTMENT OF TRANSPORTATION,Internal,1,Non-Competitive-5,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),59116,91768,Annual,Water Street,35 Hours Per Week,Required,7/7/23,2023
527839,DEPARTMENT OF TRANSPORTATION,External,2,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),90114,122168,Annual,Water Street,35 Hours Per Week,Not required,9/7/22,2022
611362,DEPT OF HEALTH/MENTAL HYGIENE,External,2,Non-Competitive-5,M1,"Technology, Data & Innovation",F,Experienced (non-manager),75000,104838,Annual,28th Street,TBD,Not required,10/17/23,2023
602135,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),81571,93807,Annual,Queens,35 Hours Per Week,Not required,9/11/23,2023
616144,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),41887,51500,Annual,NYC - All Boroughs,TBD,Required,11/14/23,2023
607488,DEPT. OF HOMELESS SERVICES,External,1,Non-Competitive-5,1,Social Services,F,Entry-Level,41887,69709,Annual,30TH Street,40 hours per week,Required,10/2/23,2023
576891,DEPARTMENT OF CORRECTION,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),76408,91234,Annual,Astoria,TBD,Required,3/2/23,2023
611885,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),62470,80008,Annual,Water Street,35 Hours Per Week,Required,10/20/23,2023
602556,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),74041,85147,Annual,Queens,35 Hours Per Week,Not required,9/14/23,2023
608201,DEPT OF CITYWIDE ADMIN SVCS,External,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),66322,76270,Annual,Centre Street,TBD,Required,11/27/23,2023
607453,DEPT. OF HOMELESS SERVICES,External,1,Competitive-1,M1,Social Services,F,Experienced (non-manager),59571,90855,Annual,Beaver Street,40 hours per week,Required,11/27/23,2023
592686,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,Social Services,F,Experienced (non-manager),53057,61015,Annual,World Trade Center,40 hours per week,Required,9/21/23,2023
611302,HOUSING PRESERVATION & DVLPMNT,External,1,Non-Competitive-5,1,Constituent Services & Community Programs,F,Entry-Level,41887,48170,Annual,Gold Street,TBD,Required,10/13/23,2023
590217,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),62470,71840,Annual,28th Street,TBD,Required,10/4/23,2023
599464,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M1,Social Services,F,Experienced (non-manager),47418,54531,Annual,World Trade Center,40 hours per week,Required,11/3/23,2023
603460,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),29.4198,34.0016,Hourly,28th Street,TBD,Hybrid,9/8/23,2023
601039,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),42721,50000,Annual,NYC - All Boroughs,TBD,Hybrid,8/29/23,2023
608607,BUSINESS INTEGRITY COMMISSION,Internal,2,Non-Competitive-5,1,"Public Safety, Inspections, & Enforcement",F,Entry-Level,41887,69709,Annual,Church Street,TBD,Hybrid,9/28/23,2023
604788,HUMAN RIGHTS COMMISSION,External,3,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),62397,71757,Annual,Reade Street,TBD,Not required,9/14/23,2023
596838,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),58695,89699,Annual,Harding Expressway,35 Hours Per Week,Hybrid,8/13/23,2023
598782,DEPT OF ENVIRONMENT PROTECTION,External,2,Competitive-1,M1,Building Operations & Maintenance,F,Experienced (non-manager),87792,87792,Annual,Wards Island,35 Hours Per Week,Not required,11/6/23,2023
603531,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,Health,F,Experienced (non-manager),82506,102472,Annual,Lafayette Street,TBD,Hybrid,9/8/23,2023
583261,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,M1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),56013,89610,Annual,Water Street,35 Hours Per Week,Hybrid,4/19/23,2023
616109,LAW DEPARTMENT,Internal,3,Exempt-4,M1,Legal Affairs,F,Experienced (non-manager),75677,155751,Annual,Church Street,TBD,Not required,11/16/23,2023
605731,DEPARTMENT OF TRANSPORTATION,External,3,Non-Competitive-5,1,"Public Safety, Inspections, & Enforcement",F,Entry-Level,33019,51891,Annual,Water Street,40 hours per week,Hybrid,11/20/23,2023
614805,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Administration & Human Resources,F,Experienced (non-manager),47418,54531,Annual,100Th Street,TBD,Hybrid,11/17/23,2023
574334,FIRE DEPARTMENT,Internal,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),98901,136951,Annual,Brooklyn,TBD,Not required,2/10/23,2023
614896,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),86368,86368,Annual,Brooklyn,TBD,Not required,11/6/23,2023
610490,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,M1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),88026,101230,Annual,Queens,TBD,Not required,11/6/23,2023
602475,DEPT OF ENVIRONMENT PROTECTION,External,2,Non-Competitive-5,M1,"Policy, Research & Analysis",F,Experienced (non-manager),82506,94882,Annual,Harding Expressway,TBD,Hybrid,10/6/23,2023
596766,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),61237,82302,Annual,Harding Expressway,35 Hours Per Week,Hybrid,8/13/23,2023
613237,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),59116,67983,Annual,Queens,TBD,Hybrid,11/14/23,2023
598104,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59301,73651,Annual,28th Street,TBD,Hybrid,8/21/23,2023
616432,DEPARTMENT OF TRANSPORTATION,External,2,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),71423,107032,Annual,Maiden Lane,35 Hours Per Week,Not required,11/18/23,2023
576282,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Exempt-4,M0,Administration & Human Resources,F,Manager,116506,243171,Annual,Corona,35 Hours Per Week,Hybrid,2/24/23,2023
604545,TAXI & LIMOUSINE COMMISSION,Internal,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),50972,76000,Annual,Beaver Street,TBD,Hybrid,9/13/23,2023
563868,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,"Engineering, Architecture, & Planning",F,Manager,90114,122168,Annual,Harding Expressway,35 Hours Per Week,Hybrid,12/12/22,2022
607393,OFFICE OF THE COMPTROLLER,External,1,Competitive-1,M1,"Technology, Data & Innovation",F,Experienced (non-manager),80000,90000,Annual,Centre Street,TBD,Hybrid,9/24/23,2023
590803,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,Health,P,Experienced (non-manager),60.54,64.87,Hourly,Cortlandt Street,TBD,New York City residency is required.,10/24/23,2023
606363,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),77372,88978,Annual,28th Street,TBD,Hybrid,9/21/23,2023
615732,BRONX DISTRICT ATTORNEY,Internal,3,Non-Competitive-5,M1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),51500,51500,Annual,Bronx,TBD,Not required,11/13/23,2023
612319,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,M0,"Technology, Data & Innovation ",F,Manager,80931,164285,Annual,Metrotech,40 hours per week,Not required,10/20/23,2023
590932,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Competitive-1,M0,Building Operations & Maintenance,F,Manager,58700,95000,Annual,Pearl Street,35 Hours Per Week,Not required,7/26/23,2023
606414,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,M1,Constituent Services & Community Programs,F,Experienced (non-manager),59116,64000,Annual,28th Street,TBD,Hybrid,9/21/23,2023
580751,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M1,Legal Affairs,F,Experienced (non-manager),40017,62820,Annual,Corona,35 Hours Per Week,Hybrid,4/23/23,2023
607487,HRA/DEPT OF SOCIAL SERVICES,External,1,Non-Competitive-5,M1,Administration & Human Resources,F,Experienced (non-manager),59116,91768,Annual, Brooklyn,40 hours per week,Hybrid,10/18/23,2023
616396,DEPT OF PARKS & RECREATION,External,1,Competitive-1,1,Building Operations & Maintenance,F,Entry-Level,38145,43104,Annual,105 Street,TBD,New York City residency is required.,11/16/23,2023
610673,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,M1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),49961,49961,Annual,Worth Street.,TBD,Hybrid,10/12/23,2023
602048,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Constituent Services & Community Programs,F,Experienced (non-manager),86368,86368,Annual,47TH Street,TBD,Not required,9/7/23,2023
611255,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,M1,Constituent Services & Community Programs,P,Experienced (non-manager),79.23,84.86,Hourly,47TH Street,TBD,Not required,10/17/23,2023
611819,BRONX DISTRICT ATTORNEY,External,1,Non-Competitive-5,M1,Legal Affairs,F,Experienced (non-manager),70435,70435,Annual,Bronx,TBD,Not required,10/17/23,2023
532560,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,M1,Health,F,Experienced (non-manager),66442,76408,Annual,28th Street,TBD,Hybrid,8/28/23,2023
561434,DEPARTMENT OF TRANSPORTATION,Internal,1,Competitive-1,M1,"Policy, Research & Analysis",F,Experienced (non-manager),56041,75318,Annual,Water Street,35 Hours Per Week,Hybrid,11/23/22,2022
590652,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,1,"Engineering, Architecture, & Planning",F,Entry-Level,56313,64760,Annual,Queens,35 Hours Per Week,Hybrid,11/14/23,2023
616449,HRA/DEPT OF SOCIAL SERVICES,External,25,Competitive-1,M1,Social Services,F,Experienced (non-manager),41248,47435,Annual,Jamaica,TBD,Hybrid,11/16/23,2023
582393,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,M0,Communications & Intergovernmental Affairs,F,Manager,80931,208826,Annual,Harding Expressway,TBD,Not required,4/23/23,2023
